hotelName,hotelAddress,Street,City,hotelDescription,pricePerNight,scoreGeneral,scoreValueForMoney,scoreLocation,scoreClean,distanceTlv
Spacious renovated Penthouse,"4 הדר, Rechovot",4 הדר,Rechovot,"Located in Rechovot, 23 km from Independence Hall Museum and 24 km from Nachalat Benyamin Crafts Fair, Spacious renovated Penthouse provides air-conditioned accommodation with a balcony and free WiFi. This sustainable apartment is located 24 km …Read more",711.0,8.7,8.8,9.3,9.2,
Sea view apartment suite,"1 Trumpeldor Street 71קומה 7, Tel Aviv",1 Trumpeldor Street 71קומה 7,Tel Aviv,"Located 1.1 km from the centre of Tel Aviv, 200 m from Jerusalem Beach, Sea view apartment suite provides air-conditioned accommodation with a balcony, a fitness centre and a bar. The accommodation features a hot tub and a sauna.The aparthotel …Read more",846.0,8.4,8.2,9.8,8.1,0.0
NOUVELLE 2BD Beach House W/balcony,"10 Mendele Mokher Sfarim Street, Tel Aviv",10 Mendele Mokher Sfarim Street,Tel Aviv,"Located in the centre of Tel Aviv, 300 m from Frishman Beach and 400 m from Bograshov Beach, NOUVELLE 2BD Beach House W/balcony offers free WiFi, a terrace and air conditioning. With city views, this accommodation provides a balcony.This apartment …Read more",729.0,7.7,7.8,9.4,8.4,0.0
הבית של יעל,"22 דב ממזריץ, Tel Aviv",22 דב ממזריץ,Tel Aviv,"Located in Tel Aviv, less than 1 km from Givat Aliya Beach and 1.8 km from Bat Yam Jerusalem Beach, הבית של יעל offers free WiFi and air conditioning. This apartment is 5.1 km from Suzanne Dellal Center for Dance and Theater and 6.1 km from Nachalat …Read more",259.0,8.7,8.8,9.3,9.2,0.0
Sarin room,"27 דרך העצמאות 31,7, Yehud",27 דרך העצמאות 31,Yehud,"Featuring air-conditioned accommodation with a balcony, Sarin room is set in Yehud. Free WiFi is featured throughout the property and private parking is available on site. The Cameri Theatre is 13 km away and Independence Hall Museum is 14 km …Read more",420.0,8.7,8.8,9.3,9.2,23.4
מתחם החוף,"4 נתן ילין מור, Tel Aviv",4 נתן ילין מור,Tel Aviv,"Situated 2.8 km from Bograshov Beach, מתחם החוף offers air-conditioned accommodation with a balcony. Complimentary WiFi is available and private parking is available on site.The apartment provides guests with a terrace, city views, a seating …Read more",384.0,7.4,8.8,9.3,9.2,0.0
סטודיו במרכז מודיעין,"9 נחל הירמוך, Modiin",9 נחל הירמוך,Modiin,"Located in Modiin, 22 km from Al Manara Square and 22 km from Khalil Sakakini Cultural Center, סטודיו במרכז מודיעין offers a garden and air conditioning. This sustainable apartment is located 23 km from Mukataa and 31 km from Birzeit University. …Read more",315.0,8.7,8.8,9.3,9.2,
Rooftop Tel aviv Studio,"20 אוסקר שינדלר, Bat Yam",20 אוסקר שינדלר,Bat Yam,"Rooftop Tel aviv Studio has a balcony and is situated in Bat Yam, within just 600 m of Hasela Beach and 700 m of Givat Aliya Beach. The property is set 5.1 km from Suzanne Dellal Center for Dance and Theater, 6 km from Nachalat Benyamin Crafts …Read more",405.0,8.7,8.8,9.3,9.2,6.9
Hamedina de Silvina,"Ikutiel adam 9b Ikutiel adam 9b, Kfar Sābā",Ikutiel adam 9b Ikutiel adam 9b,Kfar Saba,"Located in Kfar Sābā, within 18 km of Tel Aviv Museum of Art and 18 km of The Cameri Theatre, Hamedina de Silvina offers accommodation with free WiFi throughout the property. The property is around 19 km from Itzhak Rabin Memorial, 19 km from …Read more",530.0,9.2,9.5,8.9,9.9,16.8
Sea Line Hotel From R&A Group,"61 דרך בן גוריון, Bat Yam",61 דרך בן גוריון,Bat Yam,"Sea Line Hotel From R&A Group is located on the beachfront in Bat Yam, 400 m from Hasela Beach and 400 m from Bat Yam Jerusalem Beach. Among the facilities at this property are a shared kitchen and room service, along with free WiFi throughout …Read more",495.0,3.6,8.8,9.3,9.2,6.9
island place - 2 min from the sea super king bed,"5 החדוה, Netanya",5 החדוה,Netanya,"Set in Netanya, just 1.3 km from Sironit Beach, island place - 2 min from the sea super king bed offers beachfront accommodation with a garden and free WiFi. This apartment features accommodation with a balcony.This air-conditioned apartment …Read more",306.0,8.7,8.8,9.3,9.2,29.1
Stylish marina view apartment in luxurious complex,"יורדי ים, Herzliyya B",יורדי ים,Herzliyya B,"Boasting an outdoor swimming pool, a fitness centre, and a garden, Stylish marina view apartment in luxurious complex offers accommodation in Herzliyya B with free WiFi and sea views. Set 300 m from HaTsuk Beach, the property provides a terrace …Read more",900.0,8.0,7.5,8.8,8.3,
Adorable 3 bedroom suite in peaceful location,"השקד, Givat Brenner",השקד,Givat Brenner,"Situated in Givat Brenner, 27 km from Suzanne Dellal Center for Dance and Theater and 29 km from Independence Hall Museum, Adorable 3 bedroom suite in peaceful location provides accommodation with amenities such as free WiFi and a flat-screen …Read more",713.0,9.8,9.8,9.6,9.8,
Luxurious Penthouse in Tel Aviv with Pool,"74 Aza Street, Tel Aviv",74 Aza Street,Tel Aviv,"Offering quiet street views and a bar, Luxurious Penthouse in Tel Aviv with Pool is set in the Jaffa district of Tel Aviv, 1.8 km from Givat Aliya Beach and 1.9 km from Charles Clore Beach. The property features garden and city views, and is 1.5 …Read more",765.0,8.4,8.4,8.6,8.6,0.0
אשדוד מול הים,"2 הטיילת, Ashdod",2 הטיילת,Ashdod,"Set in Ashdod, 37 km from Independence Hall Museum and 37 km from Suzanne Dellal Center for Dance and Theater, אשדוד מול הים offers air conditioning. The property is around 38 km from Nachalat Benyamin Crafts Fair, 42 km from Shenkin Street and …Read more",550.0,3.0,8.8,9.3,9.2,33.7
Luxury on the beach,"95 בן יהודה, Tel Aviv",95 בן יהודה,Tel Aviv,"Luxury on the beach is a beachfront property set in Tel Aviv, 600 m from Gordon Beach and less than 1 km from Hilton Beach. The air-conditioned accommodation is less than 1 km from Dizengoff Square. The property is 600 m from Frishman Beach, and …Read more",947.0,9.3,8.3,7.5,9.2,0.0
Moon TLV - 4th floor,"Allenby St 22 Floor 4, Tel Aviv",Allenby St 22 Floor 4,Tel Aviv,"Located in the centre of Tel Aviv, 400 m from Jerusalem Beach, Moon TLV - 4th floor provides air-conditioned rooms and free WiFi. This property is set a short distance from attractions such as Dizengoff Center, Shenkin Street, and Dizengoff Square. …Read more",508.0,7.4,8.8,9.3,9.2,0.0
New! Amazing Studio - Best Location,"6 שדרות רוטשילד, Tel Aviv",6 שדרות רוטשילד,Tel Aviv,"Located in the centre of Tel Aviv, 1 km from Aviv Beach and 1.2 km from Charles Clore Beach, New! Amazing Studio - Best Location offers free WiFi. This apartment is 700 m from Suzanne Dellal Center for Dance and Theater and 1.1 km from Shenkin …Read more",567.0,8.7,8.8,9.3,9.2,0.0
Lovely three-room apartment above the promenade,"1 מרטין בובר, Ashdod",1 מרטין בובר,Ashdod,"Surrounded by views of the sea, Lovely three-room apartment above the promenade is a sustainable apartment in Ashdod, offering guests an environmentally friendly accommodation close to Ashdod Beach. This beachfront property offers access to free …Read more",698.0,9.3,9.4,9.4,9.1,33.7
Luxury Apartments in TLV,"77 Sderot Ben Gurion, Tel Aviv",77 Sderot Ben Gurion,Tel Aviv,"Luxury Apartments in TLV in Tel Aviv features accommodation with free WiFi, 1.2 km from Hilton Beach, 1.2 km from Frishman Beach and less than 1 km from Dizengoff Square. The property is close to Kikar Ha-Medina, Tel Aviv Museum of Art and The …Read more",499.0,8.7,8.8,9.3,9.2,0.0
"studio art "" in a central Tel Aviv""","רש""י 1, Tel Aviv","רש""י 1",Tel Aviv,"Set in the centre of Tel Aviv, less than 1 km from Jerusalem Beach and a 12-minute walk from Bograshov Beach, studio art "" in a central Tel Aviv"" offers free WiFi and air conditioning. The property is close to several well-known attractions, 300 …Read more",360.0,6.0,8.8,9.3,9.2,0.0
Beachfront apartment,"99 Derech Ben Gurion, Bat Yam",99 Derech Ben Gurion,Bat Yam,"Situated in Bat Yam, Beachfront apartment features accommodation with a private pool and sea views. This beachfront property offers access to a balcony, free private parking and free WiFi. Outdoor dining is also possible at the apartment.This …Read more",800.0,9.0,10.0,10.0,10.0,6.9
Migdal Luxury Suites Netanya J29,"29, Jabotinsky Street apt. 12 - floor 4, Netanya",29,Netanya,"Set in Netanya, near Sironit Beach, Herzl Beach and Amphi Beach, Migdal Luxury Suites Netanya J29 features free WiFi.Accommodation is fitted with air conditioning, a fully equipped kitchen, a flat-screen TV and a private bathroom with bath or …Read more",360.0,7.8,7.9,8.6,8.1,29.1
Dream house,"שונית 10 ג, Nes Ẕiyyona",שונית 10 ג,Nes Ziyyona,"Boasting air-conditioned accommodation with a private pool, garden view and a balcony, Dream house is set in Nes Ẕiyyona. The property is around 21 km from Nachalat Benyamin Crafts Fair, 21 km from Shenkin Street and 21 km from Suzanne Dellal …Read more",2754.0,8.7,8.8,9.3,9.2,
RENOVATED LARGE 3RM APARTMENT 5 MIN FROM THE BEACH,"152 Dizengoff Street, Tel Aviv",152 Dizengoff Street,Tel Aviv,"Set in the centre of Tel Aviv, less than 1 km from Gordon Beach and a 10-minute walk from Frishman Beach, RENOVATED LARGE 3RM APARTMENT 5 MIN FROM THE BEACH offers free WiFi. This apartment is less than 1 km from Dizengoff Center and a 10-minute …Read more",978.0,8.5,8.4,9.6,8.7,0.0
1B Patio beach house premium location w/2 balcony,"10 מנדלי מוכר ספרים, Tel Aviv",10 מנדלי מוכר ספרים,Tel Aviv,"Situated conveniently in the heart of Tel Aviv, 1B Patio beach house premium location w/2 balcony offers city views and a terrace. This beachfront property offers access to a balcony and free WiFi.The air-conditioned apartment consists of 1 …Read more",1110.0,7.9,7.4,9.8,8.3,0.0
8 Hotel Apartment Short Time TLV BAT YAM,"99 Derech Ben Gurion 1708, Bat Yam",99 Derech Ben Gurion 1708,Bat Yam,"Set in Bat Yam, 200 m from Marina Beach, 8 Hotel Apartment Short Time TLV BAT YAM offers accommodation with a garden, free private parking, a terrace and a bar. This 5-star hotel offers an ATM and a business centre. The accommodation features …Read more",1340.0,9.1,8.6,9.4,9.4,6.9
Downtown apartment 3BDR with city view,"35 David Remez Street, Givat Rambam",35 David Remez Street,Givat Rambam,"Featuring city views, Downtown apartment 3BDR with city view provides accommodation with a terrace and a balcony, around 3.3 km from Tel Aviv Museum of Art. The air-conditioned accommodation is 2.6 km from The Cameri Theatre, and guests benefit …Read more",1697.0,9.0,10.0,10.0,10.0,
Luxury apartment near beach in center tel aviv,"136 גאולה, Tel Aviv",136 גאולה,Tel Aviv,"Situated right in the centre of Tel Aviv, 500 m from Aviv Beach, Luxury apartment near beach in center tel aviv features air-conditioned accommodation with free WiFi and a flat-screen TV. The property is close to several well-known attractions, …Read more",711.0,8.7,8.8,9.3,9.2,0.0
Ofek's place - Jaffa Courts,"4 דרך שלמה, Tel Aviv",4 דרך שלמה,Tel Aviv,"Ofeks place - Jaffa Courts is a beachfront property located in Tel Aviv, 600 m from Alma Beach and 700 m from Charles Clore Beach. Free WiFi is featured throughout the property and private parking is available on site. Nachalat Benyamin Crafts …Read more",2256.0,9.1,9.1,10.0,9.1,0.0
Charming Boutique Studio - TLv Center,"15 בלוך, Tel Aviv",15 בלוך,Tel Aviv,"Located in Tel Aviv, 1.7 km from Gordon Beach and 1.9 km from Hilton Beach, Charming Boutique Studio - TLv Center provides accommodation with free WiFi, air conditioning, a garden and a bar. Featuring a balcony, the apartment is in an area where …Read more",635.0,7.1,8.8,9.3,9.2,0.0
The Beach View Apartment,"7 שדרות ברוך בוארון, H̱adera",7 שדרות ברוך בוארון,Hadera,"Located in H̱adera, 500 m from Olga Beach and 2.2 km from Mikhmoret Beach, The Beach View Apartment offers air conditioning. This property offers access to a balcony, free private parking and free WiFi. The property is non-smoking and is situated …Read more",454.0,8.7,8.8,9.3,9.2,43.1
Bayit - Yafo,"184 Yefet Street, Tel Aviv",184 Yefet Street,Tel Aviv,"Featuring a garden, terrace and views of inner courtyard, Bayit - Yafo is located in Tel Aviv, 700 m from Givat Aliya Beach. Among the facilities at this property are a shared kitchen and private check-in and check-out, along with free WiFi throughout …Read more",243.0,8.8,9.0,7.9,9.2,0.0
מהממת ומרווחת בגבעת שמואל,"73 הנשיא דירה 32 קומה 8, Givat Shemuel",73 הנשיא דירה 32 קומה 8,Givat Shemuel,"Set in Givat Shemuel, 8.5 km from Kikar Ha-Medina and 8.5 km from Tel Aviv Museum of Art, מהממת ומרווחת בגבעת שמואל offers spacious air-conditioned accommodation with a balcony and free WiFi. The property is situated 8.6 km from Hashalom Train …Read more",1126.0,10.0,10.0,10.0,10.0,
Primrose Boutique Apartment,"שלומציון המלכה 8, Ashdod",שלומציון המלכה 8,Ashdod,"Set in Ashdod, 1.1 km from Yud-Alef Beach, 41 km from Independence Hall Museum and 42 km from Suzanne Dellal Center for Dance and Theater, Primrose Boutique Apartment offers accommodation with a patio and free WiFi. Boasting a terrace, the apartment …Read more",631.0,10.0,9.4,9.4,10.0,33.7
Adorable Basement Apartment in a Kibbutz,"HaTeena Street 29, Gan Shelomo",HaTeena Street 29,Gan Shelomo,"Situated 29 km from Independence Hall Museum, 29 km from Nachalat Benyamin Crafts Fair and 29 km from Shenkin Street, Adorable Basement Apartment in a Kibbutz features accommodation located in Gan Shelomo. The accommodation is 27 km from the Suzanne …Read more",450.0,8.0,8.6,8.2,8.6,
M Sea Suites - By The Beach,"1 Geula Street, Tel Aviv",1 Geula Street,Tel Aviv,"Attractively situated in Tel Aviv, M Sea Suites - By The Beach features a continental breakfast and free WiFi. The property has sea and city views, and is 200 m from Aviv Beach. There is free private parking and the property offers paid airport …Read more",1900.0,6.3,8.8,9.3,9.2,0.0
Rothschild Royal,"שדרות רוטשילד 30, דירה 12 (קומה 3), Ashdod",שדרות רוטשילד 30,Ashdod,"Boasting sea views, Rothschild Royal features accommodation with a terrace and a balcony, around 41 km from Independence Hall Museum. The air-conditioned accommodation is 2.1 km from Yud-Alef Beach, and guests benefit from private parking available …Read more",1200.0,9.8,9.7,9.6,10.0,33.7
Appartement cosy entre mer et ville avec parking gratuit a proximite,"Sderot Hayim Weizman 28, Netanya",Sderot Hayim Weizman 28,Netanya,"Situated in Netanya and only 1 km from Amphi Beach, Appartement cosy entre mer et ville avec parking gratuit a proximite features accommodation with city views, free WiFi and free private parking. The air-conditioned accommodation is 1.2 km from …Read more",979.0,8.9,9.0,8.5,9.7,29.1
New Lovely Suite In Carmel Market By The Beach,"29 Rabbi Meir Street, Tel Aviv",29 Rabbi Meir Street,Tel Aviv,"In the heart of Tel Aviv, set within a short distance of Aviv Beach and Banana Beach, New Lovely Suite In Carmel Market By The Beach offers free WiFi, air conditioning and household amenities such as a stovetop and kettle. The property is close …Read more",799.0,4.7,8.8,9.3,9.2,0.0
